accel_id,trip_id,timestamp,elapsed_seconds,acc_x_m_s2,acc_y_m_s2,acc_z_m_s2,accel_mag_m_s2,speed_kmh,event_label
ACC_TRIP003_00039,TRIP223,2024-02-06T07:52:39Z,39,-0.075,0.151,9.846,9.848,21.7,normal
ACC_TRIP003_00040,TRIP223,2024-02-06T07:52:40Z,40,0.497,-0.305,9.889,9.906,20.5,normal
ACC_TRIP003_00041,TRIP223,2024-02-06T07:52:41Z,41,0.076,-0.243,9.759,9.762,19.47,normal
ACC_TRIP003_00042,TRIP223,2024-02-06T07:52:42Z,42,0.101,0.017,9.734,9.734,17.09,normal
ACC_TRIP003_00043,TRIP223,2024-02-06T07:52:43Z,43,-0.343,-0.167,9.925,9.933,15.57,normal
ACC_TRIP003_00044,TRIP223,2024-02-06T07:52:44Z,44,0.25,0.729,9.954,9.984,16.69,normal
ACC_TRIP003_00045,TRIP223,2024-02-06T07:52:45Z,45,-0.548,-0.009,10.076,10.091,14.57,normal
ACC_TRIP003_00046,TRIP223,2024-02-06T07:52:46Z,46,0.33,0.317,9.636,9.647,12.41,normal
ACC_TRIP003_00047,TRIP223,2024-02-06T07:52:47Z,47,-0.053,0.002,9.763,9.764,7.64,normal
ACC_TRIP003_00048,TRIP223,2024-02-06T07:52:48Z,48,-0.283,-0.464,9.771,9.786,8.81,normal
ACC_TRIP003_00049,TRIP223,2024-02-06T07:52:49Z,49,-0.334,0.045,9.789,9.795,8.74,normal
ACC_TRIP003_00050,TRIP223,2024-02-06T07:52:50Z,50,-0.103,0.161,9.93,9.932,5.89,normal
ACC_TRIP003_00051,TRIP223,2024-02-06T07:52:51Z,51,-0.041,-0.17,9.756,9.758,6.89,normal
ACC_TRIP003_00052,TRIP223,2024-02-06T07:52:52Z,52,0.249,-0.019,9.656,9.659,8.55,normal
ACC_TRIP003_00053,TRIP223,2024-02-06T07:52:53Z,53,-0.407,-0.101,9.852,9.861,7.76,normal
ACC_TRIP003_00054,TRIP223,2024-02-06T07:52:54Z,54,0.069,0.245,9.69,9.694,7.31,normal
ACC_TRIP003_00055,TRIP223,2024-02-06T07:52:55Z,55,0.085,0.458,9.915,9.926,6.11,normal
ACC_TRIP003_00056,TRIP223,2024-02-06T07:52:56Z,56,0.096,-0.069,9.897,9.897,8.98,normal
ACC_TRIP003_00057,TRIP223,2024-02-06T07:52:57Z,57,-0.026,0.599,9.757,9.775,5.89,normal
ACC_TRIP003_00058,TRIP223,2024-02-06T07:52:58Z,58,0.049,-0.156,9.829,9.83,3.46,normal
ACC_TRIP003_00059,TRIP223,2024-02-06T07:52:59Z,59,-0.268,0.368,9.789,9.8,1.28,normal
ACC_TRIP003_00060,TRIP223,2024-02-06T07:53:00Z,60,-0.259,0.339,9.88,9.889,1.66,normal
ACC_TRIP003_00061,TRIP223,2024-02-06T07:53:01Z,61,-0.364,0.071,9.763,9.771,0.0,normal
ACC_TRIP003_00062,TRIP223,2024-02-06T07:53:02Z,62,0.409,-0.782,9.947,9.986,2.0,normal
ACC_TRIP003_00063,TRIP223,2024-02-06T07:53:03Z,63,-0.521,0.104,9.686,9.7,1.43,normal
ACC_TRIP003_00064,TRIP223,2024-02-06T07:53:04Z,64,0.128,0.325,9.755,9.761,1.79,normal
ACC_TRIP003_00065,TRIP223,2024-02-06T07:53:05Z,65,0.218,0.312,9.798,9.805,1.27,normal
ACC_TRIP003_00066,TRIP223,2024-02-06T07:53:06Z,66,0.05,0.242,9.678,9.681,0.0,normal
ACC_TRIP003_00067,TRIP223,2024-02-06T07:53:07Z,67,-0.44,0.04,9.877,9.887,0.0,normal
ACC_TRIP003_00068,TRIP223,2024-02-06T07:53:08Z,68,0.201,-0.175,9.879,9.883,0.26,normal
ACC_TRIP003_00069,TRIP223,2024-02-06T07:53:09Z,69,-0.028,0.118,9.877,9.878,0.0,normal
ACC_TRIP003_00070,TRIP223,2024-02-06T07:53:10Z,70,-0.941,-0.145,9.659,9.705,1.42,normal
ACC_TRIP003_00071,TRIP223,2024-02-06T07:53:11Z,71,-0.055,-0.541,9.811,9.826,2.24,normal
ACC_TRIP003_00072,TRIP223,2024-02-06T07:53:12Z,72,0.308,0.128,9.827,9.833,2.34,normal
ACC_TRIP003_00073,TRIP223,2024-02-06T07:53:13Z,73,-0.606,0.525,9.869,9.901,1.51,normal
ACC_TRIP003_00074,TRIP223,2024-02-06T07:53:14Z,74,-0.411,-0.059,9.872,9.881,0.4,normal
ACC_TRIP003_00075,TRIP223,2024-02-06T07:53:15Z,75,-0.299,0.023,9.731,9.736,0.0,normal
ACC_TRIP003_00076,TRIP223,2024-02-06T07:53:16Z,76,-0.04,-0.137,9.888,9.889,0.99,normal
ACC_TRIP003_00077,TRIP223,2024-02-06T07:53:17Z,77,0.039,-0.397,9.831,9.839,1.17,normal
ACC_TRIP003_00078,TRIP223,2024-02-06T07:53:18Z,78,0.071,0.259,9.781,9.785,1.86,normal
ACC_TRIP003_00079,TRIP223,2024-02-06T07:53:19Z,79,0.465,-0.326,9.939,9.955,0.6,normal
ACC_TRIP003_00080,TRIP223,2024-02-06T07:53:20Z,80,-0.261,-0.471,9.869,9.883,1.62,normal
ACC_TRIP003_00081,TRIP223,2024-02-06T07:53:21Z,81,-0.211,0.081,9.866,9.869,1.82,normal
ACC_TRIP003_00082,TRIP223,2024-02-06T07:53:22Z,82,-0.058,0.118,9.798,9.799,2.43,normal
ACC_TRIP003_00083,TRIP223,2024-02-06T07:53:23Z,83,0.281,-0.164,9.936,9.942,2.02,normal
ACC_TRIP003_00084,TRIP223,2024-02-06T07:53:24Z,84,0.039,0.023,9.816,9.816,1.46,normal
ACC_TRIP003_00085,TRIP223,2024-02-06T07:53:25Z,85,0.263,-0.281,9.799,9.807,1.41,normal
ACC_TRIP003_00086,TRIP223,2024-02-06T07:53:26Z,86,-0.206,-0.091,9.896,9.899,1.79,normal
ACC_TRIP003_00087,TRIP223,2024-02-06T07:53:27Z,87,-0.41,-0.328,9.777,9.791,0.0,normal
ACC_TRIP003_00088,TRIP223,2024-02-06T07:53:28Z,88,-0.486,-0.015,9.765,9.777,0.0,normal
ACC_TRIP003_00089,TRIP223,2024-02-06T07:53:29Z,89,0.761,0.419,9.845,9.883,0.77,normal
ACC_TRIP003_00090,TRIP223,2024-02-06T07:53:30Z,90,0.067,0.38,9.75,9.757,2.01,normal
ACC_TRIP003_00091,TRIP223,2024-02-06T07:53:31Z,91,0.282,-0.637,9.955,9.98,2.97,normal
ACC_TRIP003_00092,TRIP223,2024-02-06T07:53:32Z,92,0.45,0.216,9.758,9.77,1.13,normal
ACC_TRIP003_00093,TRIP223,2024-02-06T07:53:33Z,93,0.279,0.284,9.937,9.945,1.22,normal
ACC_TRIP003_00094,TRIP223,2024-02-06T07:53:34Z,94,0.338,0.089,9.866,9.872,1.36,normal
ACC_TRIP003_00095,TRIP223,2024-02-06T07:53:35Z,95,-0.445,0.276,9.884,9.898,1.5,normal
ACC_TRIP003_00096,TRIP223,2024-02-06T07:53:36Z,96,0.598,-0.115,9.842,9.86,2.05,normal
ACC_TRIP003_00097,TRIP223,2024-02-06T07:53:37Z,97,0.57,-0.494,9.915,9.944,3.11,normal
ACC_TRIP003_00098,TRIP223,2024-02-06T07:53:38Z,98,-0.044,-0.044,9.807,9.807,3.16,normal
ACC_TRIP003_00099,TRIP223,2024-02-06T07:53:39Z,99,0.022,0.093,9.772,9.773,2.91,normal
ACC_TRIP003_00100,TRIP223,2024-02-06T07:53:40Z,100,-0.086,0.4,9.835,9.843,0.7,normal
ACC_TRIP003_00101,TRIP223,2024-02-06T07:53:41Z,101,0.193,-0.063,10.058,10.061,0.38,normal
ACC_TRIP003_00102,TRIP223,2024-02-06T07:53:42Z,102,0.16,0.396,9.934,9.944,0.28,normal
ACC_TRIP003_00103,TRIP223,2024-02-06T07:53:43Z,103,0.191,0.474,10.003,10.016,0.0,normal
ACC_TRIP003_00104,TRIP223,2024-02-06T07:53:44Z,104,0.132,-0.048,9.891,9.892,0.0,normal
ACC_TRIP003_00105,TRIP223,2024-02-06T07:53:45Z,105,0.488,0.058,9.736,9.748,2.53,normal
ACC_TRIP003_00106,TRIP223,2024-02-06T07:53:46Z,106,-0.106,0.02,9.915,9.916,4.01,normal
ACC_TRIP003_00107,TRIP223,2024-02-06T07:53:47Z,107,-0.017,0.327,9.712,9.717,2.52,normal
ACC_TRIP003_00108,TRIP223,2024-02-06T07:53:48Z,108,0.395,0.266,9.78,9.791,4.72,normal
ACC_TRIP003_00109,TRIP223,2024-02-06T07:53:49Z,109,-0.536,0.521,9.691,9.72,5.82,normal
ACC_TRIP003_00110,TRIP223,2024-02-06T07:53:50Z,110,-0.074,-0.311,9.966,9.971,5.22,normal
ACC_TRIP003_00111,TRIP223,2024-02-06T07:53:51Z,111,0.68,0.047,9.78,9.804,5.73,normal
ACC_TRIP003_00112,TRIP223,2024-02-06T07:53:52Z,112,0.319,-0.424,9.714,9.728,2.79,normal
ACC_TRIP003_00113,TRIP223,2024-02-06T07:53:53Z,113,0.397,-0.194,10.057,10.066,6.54,normal
ACC_TRIP003_00114,TRIP223,2024-02-06T07:53:54Z,114,0.007,-0.227,9.863,9.865,4.46,normal
ACC_TRIP003_00115,TRIP223,2024-02-06T07:53:55Z,115,0.047,0.29,9.869,9.873,5.94,normal
ACC_TRIP003_00116,TRIP223,2024-02-06T07:53:56Z,116,0.283,0.06,9.665,9.669,6.87,normal
ACC_TRIP003_00117,TRIP223,2024-02-06T07:53:57Z,117,0.252,0.354,9.7,9.709,7.27,normal
ACC_TRIP003_00118,TRIP223,2024-02-06T07:53:58Z,118,0.206,0.196,9.752,9.756,8.72,normal
ACC_TRIP003_00119,TRIP223,2024-02-06T07:53:59Z,119,0.418,-0.267,9.799,9.812,8.82,normal
ACC_TRIP003_00120,TRIP223,2024-02-06T07:54:00Z,120,-0.612,0.109,9.995,10.014,6.74,normal
ACC_TRIP003_00121,TRIP223,2024-02-06T07:54:01Z,121,0.147,-0.318,9.733,9.739,7.37,normal
ACC_TRIP003_00122,TRIP223,2024-02-06T07:54:02Z,122,0.145,-0.012,9.931,9.932,8.27,normal
ACC_TRIP003_00123,TRIP223,2024-02-06T07:54:03Z,123,0.549,-0.101,9.698,9.715,8.37,normal
ACC_TRIP003_00124,TRIP223,2024-02-06T07:54:04Z,124,0.042,0.28,9.62,9.624,10.37,normal
ACC_TRIP003_00125,TRIP223,2024-02-06T07:54:05Z,125,0.463,-0.392,9.816,9.834,10.3,normal
ACC_TRIP003_00126,TRIP223,2024-02-06T07:54:06Z,126,-0.534,-0.568,9.846,9.877,10.04,normal
ACC_TRIP003_00127,TRIP223,2024-02-06T07:54:07Z,127,0.066,-0.403,9.876,9.884,9.31,normal
ACC_TRIP003_00128,TRIP223,2024-02-06T07:54:08Z,128,0.057,-0.16,9.822,9.824,11.49,normal
ACC_TRIP003_00129,TRIP223,2024-02-06T07:54:09Z,129,-0.314,-0.108,9.874,9.879,10.6,normal
ACC_TRIP003_00130,TRIP223,2024-02-06T07:54:10Z,130,0.213,0.504,9.669,9.684,12.3,normal
ACC_TRIP003_00131,TRIP223,2024-02-06T07:54:11Z,131,0.076,0.02,9.758,9.758,11.84,normal
ACC_TRIP003_00132,TRIP223,2024-02-06T07:54:12Z,132,-0.154,-0.453,9.829,9.84,11.14,normal
ACC_TRIP003_00133,TRIP223,2024-02-06T07:54:13Z,133,0.254,-0.084,9.733,9.736,9.93,normal
ACC_TRIP003_00134,TRIP223,2024-02-06T07:54:14Z,134,-0.251,0.079,9.832,9.836,10.39,normal
ACC_TRIP003_00135,TRIP223,2024-02-06T07:54:15Z,135,0.729,-0.515,9.756,9.796,10.35,normal
ACC_TRIP003_00136,TRIP223,2024-02-06T07:54:16Z,136,0.439,0.133,9.837,9.848,10.18,normal
ACC_TRIP003_00137,TRIP223,2024-02-06T07:54:17Z,137,0.37,-0.011,9.745,9.752,8.27,normal
ACC_TRIP003_00138,TRIP223,2024-02-06T07:54:18Z,138,-0.398,0.028,9.73,9.739,5.24,normal
ACC_TRIP003_00139,TRIP223,2024-02-06T07:54:19Z,139,0.333,0.439,9.788,9.804,5.5,normal
ACC_TRIP003_00140,TRIP223,2024-02-06T07:54:20Z,140,0.184,0.02,9.862,9.864,4.4,normal
ACC_TRIP003_00141,TRIP223,2024-02-06T07:54:21Z,141,-0.096,0.364,9.973,9.98,3.15,normal
ACC_TRIP003_00142,TRIP223,2024-02-06T07:54:22Z,142,-0.012,0.723,9.749,9.775,1.57,normal
ACC_TRIP003_00143,TRIP223,2024-02-06T07:54:23Z,143,0.221,-0.151,9.762,9.766,3.54,normal
ACC_TRIP003_00144,TRIP223,2024-02-06T07:54:24Z,144,0.219,0.087,9.885,9.888,1.66,normal
ACC_TRIP003_00145,TRIP223,2024-02-06T07:54:25Z,145,0.247,-0.216,9.802,9.807,2.25,normal
ACC_TRIP003_00146,TRIP223,2024-02-06T07:54:26Z,146,0.246,-0.292,9.742,9.75,0.59,normal
ACC_TRIP003_00147,TRIP223,2024-02-06T07:54:27Z,147,-0.328,-0.337,9.959,9.97,0.0,normal
ACC_TRIP003_00148,TRIP223,2024-02-06T07:54:28Z,148,0.365,0.421,9.869,9.884,1.74,normal
ACC_TRIP003_00149,TRIP223,2024-02-06T07:54:29Z,149,-0.444,-0.036,9.857,9.867,3.95,normal
ACC_TRIP003_00150,TRIP223,2024-02-06T07:54:30Z,150,0.18,0.251,9.782,9.787,6.31,normal
ACC_TRIP003_00151,TRIP223,2024-02-06T07:54:31Z,151,0.039,-0.023,9.837,9.837,5.87,normal
ACC_TRIP003_00152,TRIP223,2024-02-06T07:54:32Z,152,-0.168,-0.463,9.841,9.854,5.66,normal
ACC_TRIP003_00153,TRIP223,2024-02-06T07:54:33Z,153,0.002,0.133,9.768,9.769,7.67,normal
ACC_TRIP003_00154,TRIP223,2024-02-06T07:54:34Z,154,-0.261,0.147,9.798,9.803,8.17,normal
ACC_TRIP003_00155,TRIP223,2024-02-06T07:54:35Z,155,-0.198,-0.071,9.699,9.701,6.14,normal
ACC_TRIP003_00156,TRIP223,2024-02-06T07:54:36Z,156,-0.013,-0.233,9.765,9.768,5.64,normal
ACC_TRIP003_00157,TRIP223,2024-02-06T07:54:37Z,157,0.168,0.43,9.859,9.869,7.67,normal
ACC_TRIP003_00158,TRIP223,2024-02-06T07:54:38Z,158,-0.222,0.11,9.607,9.61,8.37,normal
ACC_TRIP003_00159,TRIP223,2024-02-06T07:54:39Z,159,-0.665,0.036,9.882,9.904,5.91,normal
ACC_TRIP003_00160,TRIP223,2024-02-06T07:54:40Z,160,0.27,0.105,9.767,9.771,6.27,normal
ACC_TRIP003_00161,TRIP223,2024-02-06T07:54:41Z,161,0.039,-0.256,9.914,9.917,6.26,normal
ACC_TRIP003_00162,TRIP223,2024-02-06T07:54:42Z,162,0.29,0.382,9.759,9.771,5.35,normal
ACC_TRIP003_00163,TRIP223,2024-02-06T07:54:43Z,163,-0.31,0.038,9.942,9.947,2.84,normal
ACC_TRIP003_00164,TRIP223,2024-02-06T07:54:44Z,164,-0.374,-0.272,9.891,9.902,4.13,normal
ACC_TRIP003_00165,TRIP223,2024-02-06T07:54:45Z,165,0.121,0.086,9.877,9.878,4.16,normal
ACC_TRIP003_00166,TRIP223,2024-02-06T07:54:46Z,166,0.103,0.053,9.837,9.837,1.88,normal
ACC_TRIP003_00167,TRIP223,2024-02-06T07:54:47Z,167,0.515,0.25,9.915,9.931,0.0,normal
ACC_TRIP003_00168,TRIP223,2024-02-06T07:54:48Z,168,0.724,-0.062,9.838,9.865,0.0,normal
ACC_TRIP003_00169,TRIP223,2024-02-06T07:54:49Z,169,0.011,0.169,9.842,9.843,0.0,normal
ACC_TRIP003_00170,TRIP223,2024-02-06T07:54:50Z,170,-0.046,0.156,9.778,9.78,0.0,normal
ACC_TRIP003_00171,TRIP223,2024-02-06T07:54:51Z,171,-0.127,-0.099,9.933,9.934,0.0,normal
ACC_TRIP003_00172,TRIP223,2024-02-06T07:54:52Z,172,-0.073,0.46,9.595,9.607,0.0,normal
ACC_TRIP003_00173,TRIP223,2024-02-06T07:54:53Z,173,-0.348,-0.059,9.839,9.845,0.01,normal
ACC_TRIP003_00174,TRIP223,2024-02-06T07:54:54Z,174,-0.046,-0.111,9.686,9.687,0.0,normal
ACC_TRIP003_00175,TRIP223,2024-02-06T07:54:55Z,175,-0.237,0.33,9.937,9.946,1.68,normal
ACC_TRIP003_00176,TRIP223,2024-02-06T07:54:56Z,176,0.048,0.645,9.898,9.919,0.0,normal
ACC_TRIP003_00177,TRIP223,2024-02-06T07:54:57Z,177,0.131,0.308,9.847,9.853,1.24,normal
ACC_TRIP003_00178,TRIP223,2024-02-06T07:54:58Z,178,0.173,-0.04,9.799,9.801,0.0,normal
ACC_TRIP003_00179,TRIP223,2024-02-06T07:54:59Z,179,0.22,-0.111,9.811,9.814,0.1,normal
ACC_TRIP003_00180,TRIP223,2024-02-06T07:55:00Z,180,0.774,-0.067,9.759,9.79,0.43,normal
ACC_TRIP003_00181,TRIP223,2024-02-06T07:55:01Z,181,-0.477,0.113,9.747,9.76,1.8,normal
ACC_TRIP003_00182,TRIP223,2024-02-06T07:55:02Z,182,-0.014,-0.163,9.845,9.846,2.49,normal
ACC_TRIP003_00183,TRIP223,2024-02-06T07:55:03Z,183,0.154,0.153,9.987,9.989,3.45,normal
ACC_TRIP003_00184,TRIP223,2024-02-06T07:55:04Z,184,-0.149,-0.239,9.806,9.81,3.01,normal
ACC_TRIP003_00185,TRIP223,2024-02-06T07:55:05Z,185,0.331,-0.013,9.713,9.718,5.29,normal
ACC_TRIP003_00186,TRIP223,2024-02-06T07:55:06Z,186,-0.062,-0.765,10.0,10.029,4.86,normal
ACC_TRIP003_00187,TRIP223,2024-02-06T07:55:07Z,187,-0.4,0.069,9.884,9.892,5.36,normal
ACC_TRIP003_00188,TRIP223,2024-02-06T07:55:08Z,188,0.377,0.439,9.83,9.847,3.65,normal
ACC_TRIP003_00189,TRIP223,2024-02-06T07:55:09Z,189,0.198,-0.051,9.785,9.787,3.71,normal
ACC_TRIP003_00190,TRIP223,2024-02-06T07:55:10Z,190,0.253,-0.082,9.755,9.759,5.29,normal
ACC_TRIP003_00191,TRIP223,2024-02-06T07:55:11Z,191,-0.188,0.285,9.814,9.82,5.93,normal
ACC_TRIP003_00192,TRIP223,2024-02-06T07:55:12Z,192,-0.079,-0.159,9.818,9.819,5.44,normal
ACC_TRIP003_00193,TRIP223,2024-02-06T07:55:13Z,193,-0.118,0.46,9.78,9.792,5.92,normal
ACC_TRIP003_00194,TRIP223,2024-02-06T07:55:14Z,194,-0.017,-0.773,9.852,9.883,2.55,normal
ACC_TRIP003_00195,TRIP223,2024-02-06T07:55:15Z,195,-0.288,0.228,9.735,9.742,1.84,normal
ACC_TRIP003_00196,TRIP223,2024-02-06T07:55:16Z,196,0.146,0.209,10.016,10.019,1.5,normal
ACC_TRIP003_00197,TRIP223,2024-02-06T07:55:17Z,197,-0.006,0.327,9.915,9.92,2.85,normal
ACC_TRIP003_00198,TRIP223,2024-02-06T07:55:18Z,198,0.25,-0.005,9.791,9.794,3.92,normal
ACC_TRIP003_00199,TRIP223,2024-02-06T07:55:19Z,199,0.082,-0.083,9.866,9.867,4.49,normal
ACC_TRIP003_00200,TRIP223,2024-02-06T07:55:20Z,200,-0.107,0.341,9.825,9.831,4.39,normal
ACC_TRIP003_00201,TRIP223,2024-02-06T07:55:21Z,201,-0.67,-0.758,9.723,9.776,5.01,normal
ACC_TRIP003_00202,TRIP223,2024-02-06T07:55:22Z,202,-0.011,-0.118,9.784,9.785,7.4,normal
ACC_TRIP003_00203,TRIP223,2024-02-06T07:55:23Z,203,-0.181,0.245,9.935,9.94,7.63,normal
ACC_TRIP003_00204,TRIP223,2024-02-06T07:55:24Z,204,0.508,-0.147,9.858,9.873,10.28,normal
ACC_TRIP003_00205,TRIP223,2024-02-06T07:55:25Z,205,-0.442,0.004,9.812,9.822,13.92,normal
ACC_TRIP003_00206,TRIP223,2024-02-06T07:55:26Z,206,0.243,-0.215,9.81,9.816,12.68,normal
ACC_TRIP003_00207,TRIP223,2024-02-06T07:55:27Z,207,0.137,0.14,9.691,9.693,11.28,normal
ACC_TRIP003_00208,TRIP223,2024-02-06T07:55:28Z,208,-0.17,-0.307,9.775,9.781,12.91,normal
ACC_TRIP003_00209,TRIP223,2024-02-06T07:55:29Z,209,0.037,-0.041,9.801,9.801,11.82,normal
ACC_TRIP003_00210,TRIP223,2024-02-06T07:55:30Z,210,-0.135,0.073,9.826,9.827,12.51,normal
ACC_TRIP003_00211,TRIP223,2024-02-06T07:55:31Z,211,0.185,-0.133,9.92,9.923,11.51,normal
ACC_TRIP003_00212,TRIP223,2024-02-06T07:55:32Z,212,-0.205,-0.481,9.791,9.805,11.83,normal
ACC_TRIP003_00213,TRIP223,2024-02-06T07:55:33Z,213,-0.113,-0.216,9.937,9.94,10.01,normal
ACC_TRIP003_00214,TRIP223,2024-02-06T07:55:34Z,214,-0.151,0.216,9.787,9.79,11.23,normal
ACC_TRIP003_00215,TRIP223,2024-02-06T07:55:35Z,215,0.09,-0.269,9.866,9.87,13.32,normal
ACC_TRIP003_00216,TRIP223,2024-02-06T07:55:36Z,216,0.037,0.15,10.033,10.034,12.91,normal
ACC_TRIP003_00217,TRIP223,2024-02-06T07:55:37Z,217,-0.027,-0.469,9.851,9.863,10.9,normal
ACC_TRIP003_00218,TRIP223,2024-02-06T07:55:38Z,218,0.584,-0.464,9.798,9.827,11.85,normal
ACC_TRIP003_00219,TRIP223,2024-02-06T07:55:39Z,219,0.159,0.558,9.781,9.798,8.53,normal
ACC_TRIP003_00220,TRIP223,2024-02-06T07:55:40Z,220,0.597,-0.211,9.822,9.843,9.78,normal
ACC_TRIP003_00221,TRIP223,2024-02-06T07:55:41Z,221,0.022,-0.543,9.655,9.671,11.51,normal
ACC_TRIP003_00222,TRIP223,2024-02-06T07:55:42Z,222,0.095,0.056,9.744,9.745,11.78,normal
ACC_TRIP003_00223,TRIP223,2024-02-06T07:55:43Z,223,-0.54,0.509,9.797,9.825,11.4,normal
ACC_TRIP003_00224,TRIP223,2024-02-06T07:55:44Z,224,0.644,-0.145,9.799,9.821,11.92,normal
ACC_TRIP003_00225,TRIP223,2024-02-06T07:55:45Z,225,-0.002,-0.21,9.857,9.859,12.56,normal
ACC_TRIP003_00226,TRIP223,2024-02-06T07:55:46Z,226,0.226,-0.36,9.878,9.887,12.75,normal
ACC_TRIP003_00227,TRIP223,2024-02-06T07:55:47Z,227,0.219,0.447,9.715,9.727,14.98,normal
ACC_TRIP003_00228,TRIP223,2024-02-06T07:55:48Z,228,-0.363,0.274,9.851,9.862,14.78,normal
ACC_TRIP003_00229,TRIP223,2024-02-06T07:55:49Z,229,0.097,0.328,9.788,9.794,16.54,normal
ACC_TRIP003_00230,TRIP223,2024-02-06T07:55:50Z,230,0.504,0.484,9.862,9.887,14.14,normal
