audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db
AUD208,TRIP221,2024-02-06T06:48:27Z,207,87
AUD209,TRIP221,2024-02-06T06:48:28Z,208,96
AUD210,TRIP221,2024-02-06T06:48:29Z,209,89
AUD211,TRIP221,2024-02-06T06:48:30Z,210,93
AUD212,TRIP221,2024-02-06T06:48:31Z,211,91
AUD213,TRIP221,2024-02-06T06:48:32Z,212,82
AUD214,TRIP221,2024-02-06T06:48:33Z,213,96
AUD215,TRIP221,2024-02-06T06:48:34Z,214,89
AUD216,TRIP221,2024-02-06T06:48:35Z,215,85
AUD217,TRIP221,2024-02-06T06:48:36Z,216,86
AUD218,TRIP221,2024-02-06T06:48:37Z,217,83
AUD219,TRIP221,2024-02-06T06:48:38Z,218,84
AUD220,TRIP221,2024-02-06T06:48:39Z,219,82
AUD221,TRIP221,2024-02-06T06:48:40Z,220,88
AUD222,TRIP221,2024-02-06T06:48:41Z,221,90
AUD223,TRIP221,2024-02-06T06:48:42Z,222,97
AUD224,TRIP221,2024-02-06T06:48:43Z,223,93
AUD225,TRIP221,2024-02-06T06:48:44Z,224,94
AUD226,TRIP221,2024-02-06T06:48:45Z,225,82
AUD227,TRIP221,2024-02-06T06:48:46Z,226,83
AUD228,TRIP221,2024-02-06T06:48:47Z,227,84
AUD229,TRIP221,2024-02-06T06:48:48Z,228,86
AUD230,TRIP221,2024-02-06T06:48:49Z,229,90
AUD231,TRIP221,2024-02-06T06:48:50Z,230,94
AUD232,TRIP221,2024-02-06T06:48:51Z,231,88
AUD233,TRIP221,2024-02-06T06:48:52Z,232,95
AUD234,TRIP221,2024-02-06T06:48:53Z,233,87
AUD235,TRIP221,2024-02-06T06:48:54Z,234,91
AUD236,TRIP221,2024-02-06T06:48:55Z,235,94
AUD237,TRIP221,2024-02-06T06:48:56Z,236,90
AUD238,TRIP221,2024-02-06T06:48:57Z,237,92
AUD239,TRIP221,2024-02-06T06:48:58Z,238,93
AUD240,TRIP221,2024-02-06T06:48:59Z,239,95
AUD241,TRIP221,2024-02-06T06:49:00Z,240,89
AUD242,TRIP221,2024-02-06T06:49:01Z,241,65
AUD243,TRIP221,2024-02-06T06:49:02Z,242,58
AUD244,TRIP221,2024-02-06T06:49:03Z,243,57
AUD245,TRIP221,2024-02-06T06:49:04Z,244,55
AUD246,TRIP221,2024-02-06T06:49:05Z,245,58
AUD247,TRIP221,2024-02-06T06:49:06Z,246,69
AUD248,TRIP221,2024-02-06T06:49:07Z,247,69
AUD249,TRIP221,2024-02-06T06:49:08Z,248,62
AUD250,TRIP221,2024-02-06T06:49:09Z,249,68
AUD251,TRIP221,2024-02-06T06:49:10Z,250,57
AUD252,TRIP221,2024-02-06T06:49:11Z,251,69
AUD253,TRIP221,2024-02-06T06:49:12Z,252,50
AUD254,TRIP221,2024-02-06T06:49:13Z,253,52
AUD255,TRIP221,2024-02-06T06:49:14Z,254,53
AUD256,TRIP221,2024-02-06T06:49:15Z,255,52
AUD257,TRIP221,2024-02-06T06:49:16Z,256,61
AUD258,TRIP221,2024-02-06T06:49:17Z,257,67
AUD259,TRIP221,2024-02-06T06:49:18Z,258,67
AUD260,TRIP221,2024-02-06T06:49:19Z,259,51
AUD261,TRIP221,2024-02-06T06:49:20Z,260,59
AUD262,TRIP221,2024-02-06T06:49:21Z,261,66
AUD263,TRIP221,2024-02-06T06:49:22Z,262,64
AUD264,TRIP221,2024-02-06T06:49:23Z,263,53
AUD265,TRIP221,2024-02-06T06:49:24Z,264,60
AUD266,TRIP221,2024-02-06T06:49:25Z,265,70
AUD267,TRIP221,2024-02-06T06:49:26Z,266,65
AUD268,TRIP221,2024-02-06T06:49:27Z,267,70
AUD269,TRIP221,2024-02-06T06:49:28Z,268,63
AUD270,TRIP221,2024-02-06T06:49:29Z,269,67
AUD271,TRIP221,2024-02-06T06:49:30Z,270,68
AUD272,TRIP221,2024-02-06T06:49:31Z,271,64
AUD273,TRIP221,2024-02-06T06:49:32Z,272,68
AUD274,TRIP221,2024-02-06T06:49:33Z,273,61
AUD275,TRIP221,2024-02-06T06:49:34Z,274,50
AUD276,TRIP221,2024-02-06T06:49:35Z,275,67
AUD277,TRIP221,2024-02-06T06:49:36Z,276,57
AUD278,TRIP221,2024-02-06T06:49:37Z,277,57
AUD279,TRIP221,2024-02-06T06:49:38Z,278,62
AUD280,TRIP221,2024-02-06T06:49:39Z,279,50
AUD281,TRIP221,2024-02-06T06:49:40Z,280,70
AUD282,TRIP221,2024-02-06T06:49:41Z,281,70
AUD283,TRIP221,2024-02-06T06:49:42Z,282,52
AUD284,TRIP221,2024-02-06T06:49:43Z,283,51
AUD285,TRIP221,2024-02-06T06:49:44Z,284,65
AUD286,TRIP221,2024-02-06T06:49:45Z,285,63
AUD287,TRIP221,2024-02-06T06:49:46Z,286,58
AUD288,TRIP221,2024-02-06T06:49:47Z,287,55
AUD289,TRIP221,2024-02-06T06:49:48Z,288,70
AUD290,TRIP221,2024-02-06T06:49:49Z,289,54
AUD291,TRIP221,2024-02-06T06:49:50Z,290,51
AUD292,TRIP221,2024-02-06T06:49:51Z,291,64
AUD293,TRIP221,2024-02-06T06:49:52Z,292,56
AUD294,TRIP221,2024-02-06T06:49:53Z,293,53
AUD295,TRIP221,2024-02-06T06:49:54Z,294,68
AUD296,TRIP221,2024-02-06T06:49:55Z,295,51
AUD297,TRIP221,2024-02-06T06:49:56Z,296,66
AUD298,TRIP221,2024-02-06T06:49:57Z,297,63
AUD299,TRIP221,2024-02-06T06:49:58Z,298,52
AUD300,TRIP221,2024-02-06T06:49:59Z,299,54
AUD301,TRIP221,2024-02-06T06:50:00Z,300,50
AUD302,TRIP221,2024-02-06T06:50:01Z,301,55
AUD303,TRIP221,2024-02-06T06:50:02Z,302,56
AUD304,TRIP221,2024-02-06T06:50:03Z,303,59
AUD305,TRIP221,2024-02-06T06:50:04Z,304,66
AUD306,TRIP221,2024-02-06T06:50:05Z,305,64
AUD307,TRIP221,2024-02-06T06:50:06Z,306,57
AUD308,TRIP221,2024-02-06T06:50:07Z,307,65
AUD309,TRIP221,2024-02-06T06:50:08Z,308,70
AUD310,TRIP221,2024-02-06T06:50:09Z,309,51
AUD311,TRIP221,2024-02-06T06:50:10Z,310,65
AUD312,TRIP221,2024-02-06T06:50:11Z,311,62
AUD313,TRIP221,2024-02-06T06:50:12Z,312,50
AUD314,TRIP221,2024-02-06T06:50:13Z,313,64
AUD315,TRIP221,2024-02-06T06:50:14Z,314,62
AUD316,TRIP221,2024-02-06T06:50:15Z,315,51
AUD317,TRIP221,2024-02-06T06:50:16Z,316,57
AUD318,TRIP221,2024-02-06T06:50:17Z,317,51
AUD319,TRIP221,2024-02-06T06:50:18Z,318,58
AUD320,TRIP221,2024-02-06T06:50:19Z,319,55
AUD321,TRIP221,2024-02-06T06:50:20Z,320,64
AUD322,TRIP221,2024-02-06T06:50:21Z,321,69
AUD323,TRIP221,2024-02-06T06:50:22Z,322,57
AUD324,TRIP221,2024-02-06T06:50:23Z,323,67
AUD325,TRIP221,2024-02-06T06:50:24Z,324,63
AUD326,TRIP221,2024-02-06T06:50:25Z,325,61
AUD327,TRIP221,2024-02-06T06:50:26Z,326,56
AUD328,TRIP221,2024-02-06T06:50:27Z,327,63
AUD329,TRIP221,2024-02-06T06:50:28Z,328,52
AUD330,TRIP221,2024-02-06T06:50:29Z,329,56
AUD331,TRIP221,2024-02-06T06:50:30Z,330,66
AUD332,TRIP221,2024-02-06T06:50:31Z,331,65
AUD333,TRIP221,2024-02-06T06:50:32Z,332,58
AUD334,TRIP221,2024-02-06T06:50:33Z,333,62
AUD335,TRIP221,2024-02-06T06:50:34Z,334,52
AUD336,TRIP221,2024-02-06T06:50:35Z,335,58
AUD337,TRIP221,2024-02-06T06:50:36Z,336,70
AUD338,TRIP221,2024-02-06T06:50:37Z,337,61
AUD339,TRIP221,2024-02-06T06:50:38Z,338,66
AUD340,TRIP221,2024-02-06T06:50:39Z,339,63
AUD341,TRIP221,2024-02-06T06:50:40Z,340,64
AUD342,TRIP221,2024-02-06T06:50:41Z,341,57
AUD343,TRIP221,2024-02-06T06:50:42Z,342,69
AUD344,TRIP221,2024-02-06T06:50:43Z,343,64
AUD345,TRIP221,2024-02-06T06:50:44Z,344,58
AUD346,TRIP221,2024-02-06T06:50:45Z,345,66
AUD347,TRIP221,2024-02-06T06:50:46Z,346,68
AUD348,TRIP221,2024-02-06T06:50:47Z,347,62
AUD349,TRIP221,2024-02-06T06:50:48Z,348,54
AUD350,TRIP221,2024-02-06T06:50:49Z,349,55
AUD351,TRIP221,2024-02-06T06:50:50Z,350,51
AUD352,TRIP221,2024-02-06T06:50:51Z,351,68
AUD353,TRIP221,2024-02-06T06:50:52Z,352,67
AUD354,TRIP221,2024-02-06T06:50:53Z,353,59
AUD355,TRIP221,2024-02-06T06:50:54Z,354,61
AUD356,TRIP221,2024-02-06T06:50:55Z,355,53
AUD357,TRIP221,2024-02-06T06:50:56Z,356,66
AUD358,TRIP221,2024-02-06T06:50:57Z,357,60
AUD359,TRIP221,2024-02-06T06:50:58Z,358,61
AUD360,TRIP221,2024-02-06T06:50:59Z,359,61
AUD361,TRIP221,2024-02-06T06:51:00Z,360,58
AUD362,TRIP221,2024-02-06T06:51:01Z,361,59
AUD363,TRIP221,2024-02-06T06:51:02Z,362,67
AUD364,TRIP221,2024-02-06T06:51:03Z,363,69
AUD365,TRIP221,2024-02-06T06:51:04Z,364,70
AUD366,TRIP221,2024-02-06T06:51:05Z,365,51
AUD367,TRIP221,2024-02-06T06:51:06Z,366,59
AUD368,TRIP221,2024-02-06T06:51:07Z,367,68
AUD369,TRIP221,2024-02-06T06:51:08Z,368,63
AUD370,TRIP221,2024-02-06T06:51:09Z,369,53
AUD371,TRIP221,2024-02-06T06:51:10Z,370,56
AUD372,TRIP221,2024-02-06T06:51:11Z,371,68
AUD373,TRIP221,2024-02-06T06:51:12Z,372,53
AUD374,TRIP221,2024-02-06T06:51:13Z,373,63
AUD375,TRIP221,2024-02-06T06:51:14Z,374,61
AUD376,TRIP221,2024-02-06T06:51:15Z,375,51
AUD377,TRIP221,2024-02-06T06:51:16Z,376,62
AUD378,TRIP221,2024-02-06T06:51:17Z,377,70
AUD379,TRIP221,2024-02-06T06:51:18Z,378,59
AUD380,TRIP221,2024-02-06T06:51:19Z,379,50
AUD381,TRIP221,2024-02-06T06:51:20Z,380,65
AUD382,TRIP221,2024-02-06T06:51:21Z,381,56
AUD383,TRIP221,2024-02-06T06:51:22Z,382,52
AUD384,TRIP221,2024-02-06T06:51:23Z,383,54
AUD385,TRIP221,2024-02-06T06:51:24Z,384,66
AUD386,TRIP221,2024-02-06T06:51:25Z,385,70
AUD387,TRIP221,2024-02-06T06:51:26Z,386,54
AUD388,TRIP221,2024-02-06T06:51:27Z,387,64
AUD389,TRIP221,2024-02-06T06:51:28Z,388,68
AUD390,TRIP221,2024-02-06T06:51:29Z,389,68
AUD391,TRIP221,2024-02-06T06:51:30Z,390,60
AUD392,TRIP221,2024-02-06T06:51:31Z,391,62
AUD393,TRIP221,2024-02-06T06:51:32Z,392,56
AUD394,TRIP221,2024-02-06T06:51:33Z,393,62
AUD395,TRIP221,2024-02-06T06:51:34Z,394,59
AUD396,TRIP221,2024-02-06T06:51:35Z,395,70
AUD397,TRIP221,2024-02-06T06:51:36Z,396,65
AUD398,TRIP221,2024-02-06T06:51:37Z,397,55
AUD399,TRIP221,2024-02-06T06:51:38Z,398,70
AUD400,TRIP221,2024-02-06T06:51:39Z,399,65
AUD401,TRIP221,2024-02-06T06:51:40Z,400,57
AUD402,TRIP221,2024-02-06T06:51:41Z,401,64
AUD403,TRIP221,2024-02-06T06:51:42Z,402,69
AUD404,TRIP221,2024-02-06T06:51:43Z,403,64
AUD405,TRIP221,2024-02-06T06:51:44Z,404,67
AUD406,TRIP221,2024-02-06T06:51:45Z,405,52
AUD407,TRIP221,2024-02-06T06:51:46Z,406,58
AUD408,TRIP221,2024-02-06T06:51:47Z,407,54
AUD409,TRIP221,2024-02-06T06:51:48Z,408,66
AUD410,TRIP221,2024-02-06T06:51:49Z,409,56
AUD411,TRIP221,2024-02-06T06:51:50Z,410,53
AUD412,TRIP221,2024-02-06T06:51:51Z,411,63
AUD413,TRIP221,2024-02-06T06:51:52Z,412,66
AUD414,TRIP221,2024-02-06T06:51:53Z,413,51
AUD415,TRIP221,2024-02-06T06:51:54Z,414,56
AUD416,TRIP221,2024-02-06T06:51:55Z,415,63
AUD417,TRIP221,2024-02-06T06:51:56Z,416,63
AUD418,TRIP221,2024-02-06T06:51:57Z,417,69
AUD419,TRIP221,2024-02-06T06:51:58Z,418,62
AUD420,TRIP221,2024-02-06T06:51:59Z,419,60
AUD421,TRIP221,2024-02-06T06:52:00Z,420,94
AUD422,TRIP221,2024-02-06T06:52:01Z,421,90
AUD423,TRIP221,2024-02-06T06:52:02Z,422,86
AUD424,TRIP221,2024-02-06T06:52:03Z,423,91
AUD425,TRIP221,2024-02-06T06:52:04Z,424,89
AUD426,TRIP221,2024-02-06T06:52:05Z,425,84
AUD427,TRIP221,2024-02-06T06:52:06Z,426,97
AUD428,TRIP221,2024-02-06T06:52:07Z,427,85
AUD429,TRIP221,2024-02-06T06:52:08Z,428,95
AUD430,TRIP221,2024-02-06T06:52:09Z,429,98
AUD431,TRIP221,2024-02-06T06:52:10Z,430,94
AUD432,TRIP221,2024-02-06T06:52:11Z,431,84
AUD433,TRIP221,2024-02-06T06:52:12Z,432,87
AUD434,TRIP221,2024-02-06T06:52:13Z,433,82
AUD435,TRIP221,2024-02-06T06:52:14Z,434,91
AUD436,TRIP221,2024-02-06T06:52:15Z,435,98
AUD437,TRIP221,2024-02-06T06:52:16Z,436,84
AUD438,TRIP221,2024-02-06T06:52:17Z,437,97
AUD439,TRIP221,2024-02-06T06:52:18Z,438,86
AUD440,TRIP221,2024-02-06T06:52:19Z,439,86
AUD441,TRIP221,2024-02-06T06:52:20Z,440,89
AUD442,TRIP221,2024-02-06T06:52:21Z,441,94
AUD443,TRIP221,2024-02-06T06:52:22Z,442,89
AUD444,TRIP221,2024-02-06T06:52:23Z,443,98
AUD445,TRIP221,2024-02-06T06:52:24Z,444,91
AUD446,TRIP221,2024-02-06T06:52:25Z,445,87
AUD447,TRIP221,2024-02-06T06:52:26Z,446,87
AUD448,TRIP221,2024-02-06T06:52:27Z,447,85
AUD449,TRIP221,2024-02-06T06:52:28Z,448,83
AUD450,TRIP221,2024-02-06T06:52:29Z,449,89
AUD451,TRIP221,2024-02-06T06:52:30Z,450,96
AUD452,TRIP221,2024-02-06T06:52:31Z,451,88
AUD453,TRIP221,2024-02-06T06:52:32Z,452,98
AUD454,TRIP221,2024-02-06T06:52:33Z,453,88
AUD455,TRIP221,2024-02-06T06:52:34Z,454,88
AUD456,TRIP221,2024-02-06T06:52:35Z,455,89
AUD457,TRIP221,2024-02-06T06:52:36Z,456,84
AUD458,TRIP221,2024-02-06T06:52:37Z,457,90
AUD459,TRIP221,2024-02-06T06:52:38Z,458,89
AUD460,TRIP221,2024-02-06T06:52:39Z,459,83
AUD461,TRIP221,2024-02-06T06:52:40Z,460,82
AUD462,TRIP221,2024-02-06T06:52:41Z,461,84
AUD463,TRIP221,2024-02-06T06:52:42Z,462,94
AUD464,TRIP221,2024-02-06T06:52:43Z,463,85
